#名前	性別(0=両,1=男,2=女)	レア度	スロット1	スロット2	スロット3	入手時期	初期防御力	最終防御力	火耐性	水耐性	雷耐性	氷耐性	龍耐性	スキル系統1	スキル値1	スキル系統2	スキル値2	スキル系統3	スキル値3	スキル系統4	スキル値4	スキル系統5	スキル値5	生産素材1	個数	生産素材2	個数	生産素材3	個数	生産素材4	個数	カスタム強化防御力	カスタム強化素材1	個数1	カスタム強化素材2	個数2	ワンセット防具	仮番号
貫通弾・貫通矢強化2フルチャージ24-1-1			4	1	1									フルチャージ	2	貫通弾・貫通矢強化	2	
広域化3納刀術24-2-1			4	2	1									広域化	3	納刀術	2	
広域化3弱点特効24-1-1			4	1	1									弱点特効	2	広域化	3	
装填拡張2弱点特効24-1-1			4	1	1									弱点特効	2	装填拡張	2	
装填拡張2弾丸節約24-1-1			4	1	1									弾丸節約	2	装填拡張	2	
挑戦者3連撃24-1-1			4	1	1									挑戦者	3	連撃	2	
挑戦者3弱点特効24-1-1			4	1	1									挑戦者	3	弱点特効	2	
挑戦者3納刀術24-1-1			4	1	1									挑戦者	3	納刀術	2	
攻撃3弱点特効24-1-1			4	1	1									弱点特効	2	攻撃	3	
攻撃3渾身24-1-1			4	1	1									渾身	2	攻撃	3	
攻撃3挑戦者24-1-1			4	1	1									挑戦者	2	攻撃	3	
攻撃3納刀術24-1-1			4	1	1									攻撃	3	納刀術	2	
攻撃3連撃24-1-1			4	1	1									連撃	2	攻撃	3	
装填速度2連撃24-1-1			4	1	1									装填速度	2	連撃	2	
装填拡張2見切り24-1-1			4	1	1									見切り	2	装填拡張	2	
貫通弾・貫通矢強化2攻撃24-1-1			4	1	1									攻撃	2	貫通弾・貫通矢強化	2	
貫通弾・貫通矢強化2弱点特効24-1-1			4	1	1									弱点特効	2	貫通弾・貫通矢強化	2	
速射強化2攻撃24-1-1			4	1	1									速射強化	2	攻撃	2	
速射強化2フルチャージ24-1-1			4	1	1									フルチャージ	2	速射強化	2	
速射強化2弱点特効24-1-1			4	1	1									弱点特効	2	速射強化	2	
速射強化2挑戦者24-1-1			4	1	1									挑戦者	2	速射強化	2	
速射強化2弾丸節約24-1-1			4	1	1									速射強化	2	弾丸節約	2	
速射強化2連撃24-1-1			4	1	1									連撃	2	速射強化	2	
キノコ大好き2広域化24-1-1			4	1	1									キノコ大好き	2	広域化	2	
逆恨み3弱点特効24-1-1			4	1	1									弱点特効	2	逆恨み	3	
逆恨み3火事場力24-1-1			4	1	1									火事場力	2	逆恨み	3	
火事場力3弱点特効24-1-1			4	1	1									火事場力	3	弱点特効	2	
火事場力3逆恨み24-1-1			4	1	1									火事場力	3	逆恨み	2	
研磨術【鋭】2刃鱗磨き24-1-1			4	1	1									研磨術【鋭】	2	刃鱗磨き	2	
研磨術【鋭】2弱点特効24-1-1			4	1	1									弱点特効	2	研磨術【鋭】	2	
合気2研磨術【鋭】24-1-1			4	1	1									合気	2	研磨術【鋭】	2	
合気2刃鱗磨き24-1-1			4	1	1									合気	2	刃鱗磨き	2	
納刀術3研磨術【鋭】24-1-1			4	1	1									研磨術【鋭】	2	納刀術	3	
納刀術3刃鱗磨き24-1-1			4	1	1									刃鱗磨き	2	納刀術	3	
